,url,segment_no,cumle_icerigi,sözcük_sayisi
306,https://www.sondakika.com/haber/haber-dunya-genelinde-koronavirus-vaka-sayisi-3-milyon-13191973/,6,"""Çinin Hubey eyaletine bağlı Vuhan kentinde Aralık 2019da ortaya çıkan Kovid-19 salgını, dünya genelinde 200den fazla ülke ve bölgeye yayıldı.",20
307,https://www.sondakika.com/haber/haber-dunya-genelinde-koronavirus-vaka-sayisi-3-milyon-13191973/,7,"Salgın nedeniyle dünya genelinde 256 bin 542 kişi hayatını kaybetti, virüs bulaşan 1 milyon 227 bin 745 kişi iyileşti.",19
308,https://www.sondakika.com/haber/haber-dunya-genelinde-koronavirus-vaka-sayisi-3-milyon-13191973/,8,Halen tedavi gören 2 milyon 221 bin 609 aktif enfekte kişi bulunuyor.,12
309,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,0,Çinin Hubei eyaletine bağlı Vuhan kentinde ortaya çıkan ve kısa sürede tüm dünyayı etkisi altına alan yeni tip koronavirüs salgını (Kovid-19) nedeniyle en fazla can kaybının yaşandığı ülke ABD oldu.,30
310,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,1,"ABD Başkanı Donald Trump, en başından beri virüsün Vuhandaki bir laboratuvardan ortaya çıktığını iddia ederek, Çinin ağır bir bedel ödeyeceğini söylemişti.",21
311,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,2,"Bugün konuyla ilgili yeni bir açıklama daha yapan Trump, geri adım attı.",12
312,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,3,"Trump, Oval Ofiste New York Posta verdiği özel röportajında, Covid-19 salgınını ve ABDnin dış politikasını değerlendirdi.",16
313,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,4,"Virüsün küresel bir salgın haline gelmesinden Çini sorumlu tutan Trump, ""İstihbarat raporlarından anlıyoruz ki, Çinde kötü şeyler oldu.",18
314,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,5,Bununla yüzleşelim.,2
315,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,6,"Çin, bunu kasten ortaya çıkarmadı ama virüs bir şekilde Vuhandan çıktı"" diye konuştu.",13
316,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,7,"Daha önceki açıklamalarında Covid-19un Vuhandaki bir laboratuvardan çıktığını savunan Trump, bu kez, ""Virüs, Vuhanda ortaya çıktı ama burası bir laboratuvar olmayabilir.",21
317,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,8,"Virüsün oradan çıkıp tüm dünyaya yayılmasına izin verilmemeliydi"" ifadesini kullandı.",10
318,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,9,"Trump, Çin ile artan gerginliğin askeri bir müdahaleyle sonuçlanıp sonuçlanmayacağı sorusuna da şu yanıtı verdi:""Savaş hakkında konuşmak istemiyorum.",18
319,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,10,Bu çok nahoş bir şey.,5
320,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,11,Biliyorsunuz Çin ile birkaç ay önce ticaret anlaşması yaptık.,9
321,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,12,Anlaşma sürecinde iki ülke ilişkileri hakkında büyük bir iyimserlik vardı.,10
322,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,13,"Sonra bu virüs ortaya çıktı"" Öte yandan, koronavirüs görülen ülke ve bölgelerdeki yeni vakalara ilişkin güncel verilerin derlendiği ""Worldometer"" internet sitesine göre, ABDde virüs bulaşan kişi sayısı son 24 saatte 24 bin 109 artarak 1 milyon 214 bin 23e, hayatını kaybedenlerin sayısı ise 1338 artarak 69 bin 974e yükseldi.",49
323,https://www.sondakika.com/haber/haber-abd-baskani-donald-trump-geri-adim-atti-cin-13191896/,14,ABDde koronavirüs salgını nedeniyle 5 Mayısta 1338 kişi hayatını kaybetti,10
324,https://www.sondakika.com/haber/haber-afrika-da-gizemli-hastalik-panigi-10-gunde-100-13191883/,0,"Batı Afrika ülkesi Nijeryanın Jigawa eyaletinde 10 günde ""teşhis edilemeyen hastalık"" nedeniyle 100den fazla kişi öldü.",16
325,https://www.sondakika.com/haber/haber-afrika-da-gizemli-hastalik-panigi-10-gunde-100-13191883/,1,"Jigawa Eyaleti Sağlık Direktörü Dr. Abba Zakari, eyalette böyle bir durumun yaşanmasının endişe verici olduğunu ifade etti.",17
326,https://www.sondakika.com/haber/haber-afrika-da-gizemli-hastalik-panigi-10-gunde-100-13191883/,2,"Hastalığın araştırılması için Dünya Sağlık Örgütünden bir ekip geldiğini dile getiren Zakari, ""Durumun Kovid-19 olup olmadığını söylemek için daha erken ama ekip çalışmalara başladı"" dedi.",25
327,https://www.sondakika.com/haber/haber-afrika-da-gizemli-hastalik-panigi-10-gunde-100-13191883/,3,Kano eyaletinde geçen ayın başında gizemli bir hastalık nedeniyle 3 günde yaklaşık 150 kişi hayatını kaybetmişti.,16
328,https://www.sondakika.com/haber/haber-afrika-da-gizemli-hastalik-panigi-10-gunde-100-13191883/,4,"Nijeryada şimdiye kadar 2 bin 802 Covid-19 vakası görülürken, 93 kişi virüsten yaşamını yitirdi.",14
329,https://www.sondakika.com/haber/haber-italya-da-koronavirus-nedeniyle-olenlerin-sayisi-13191766/,0, İtalyada yeni tip koronavirüs (Kovid-19) nedeniyle hayatını kaybedenlerin sayısı son 24 saatte 236 artarak 29 bin 315e yükseldi.,19
330,https://www.sondakika.com/haber/haber-italya-da-koronavirus-nedeniyle-olenlerin-sayisi-13191766/,1,"Ülkede iki ayı aşkındır süren Kovid-19 salgınına ilişkin son bilgiler, Sivil Savunma kurumundan yazılı açıklamayla duyuruldu.",16
331,https://www.sondakika.com/haber/haber-italya-da-koronavirus-nedeniyle-olenlerin-sayisi-13191766/,2,"Açıklamaya göre, ülkedeki aktif koronavirüs vaka sayısı 1513 düşüşle 98 bin 467ye geriledi.",13
332,https://www.sondakika.com/haber/haber-italya-da-koronavirus-nedeniyle-olenlerin-sayisi-13191766/,3,Ülkede bugüne kadar Kovid-19 bulaşanların toplam sayısı ise 213 bin 13 oldu.,12
333,https://www.sondakika.com/haber/haber-italya-da-koronavirus-nedeniyle-olenlerin-sayisi-13191766/,4,İyileşenlerin sayısı 2 bin 352 artarak 85 bin 231e çıktı.,10
334,https://www.sondakika.com/haber/haber-italya-da-koronavirus-nedeniyle-olenlerin-sayisi-13191766/,5,"Açıklamada, son 24 saatte Kovid-19dan hayatını kaybedenlerin sayısı 236 artarak 29 bin 315e yükseldi.",14
335,https://www.sondakika.com/haber/haber-italya-da-koronavirus-nedeniyle-olenlerin-sayisi-13191766/,6,Yoğun bakımda tedavi görenlerin sayısındaki düşüş bugün de sürdü ve dün 1479 olan sayı bugün 1427ye geriledi.,17
336,https://www.sondakika.com/haber/haber-italya-da-koronavirus-nedeniyle-olenlerin-sayisi-13191766/,7,Ülke genelinde bugüne kadar 2 milyon 246 bin 666 test yapıldı.,11
337,https://www.sondakika.com/haber/haber-italya-da-koronavirus-nedeniyle-olenlerin-sayisi-13191766/,8,Bugüne kadar salgından en çok etkilenen bölge olan Lombardiyada son 24 saatte yaşamını yitirenlerin sayısı 95 oldu.,17
338,https://www.sondakika.com/haber/haber-italya-da-koronavirus-nedeniyle-olenlerin-sayisi-13191766/,9,"Diğer yandan Kültür ve Turizm Bakanı Dario Franceschini, bugün Senatonun Turizm-Ticaret-Endüstri Komisyonunda yaptığı açıklamada, ülkede turizm sektörünün kriz ötesinde bir durum yaşadığını, sektörün diz çöktüğünü ve bir süre daha bu durumdan etkilenmeye devam edeceğini aktardı.",35
339,https://www.sondakika.com/haber/haber-italya-da-koronavirus-nedeniyle-olenlerin-sayisi-13191766/,10,"Bakan, turizm sektörü için olağanüstü somut müdahalelerde bulunmaları gerektiğini ifade etti.",11
340,https://www.sondakika.com/haber/haber-israil-patentini-alip-dunyaya-ilan-etti-13191572/,0," İsrail Savunma Bakanı Naftali Bennett yaptığı açıklamada, İsrail Biyolojik Araştırma Enstitüsünün yeni tip koronavirüs (Kovid-19) salgınını önlemede ""çığır açacak"" bir adıma imza attığını söyledi.",25
341,https://www.sondakika.com/haber/haber-israil-patentini-alip-dunyaya-ilan-etti-13191572/,1,"İsrail Biyolojik Araştırma Enstitüsünü ziyaret eden Bennett, 50den fazla bilim insanının Kovid-19 aşısını geliştirmek için çaba harcadığını dile getirdi.",19
342,https://www.sondakika.com/haber/haber-israil-patentini-alip-dunyaya-ilan-etti-13191572/,2,"Savunma Bakanı Bennett, Covid-19u insan vücudunda izole edebilen ""monoklonal nörtleştirici antikor"" geliştirildiğini belirtti.",13
343,https://www.sondakika.com/haber/haber-israil-patentini-alip-dunyaya-ilan-etti-13191572/,3,"""Koronavirüsün panzehirini geliştirmek için çığır açıcı bir adım"" ifadesini kullanan Bennett, ""monoklonal nörtleştirici antikor""un hastalığa yol açacak virüsü vücutta ""nötralize"" ettiğini ifade etti.",23
344,https://www.sondakika.com/haber/haber-israil-patentini-alip-dunyaya-ilan-etti-13191572/,4,"İsrail Biyolojik Araştırma Enstitüsü, uluslararası bir ilaç şirketinin seri üretim yapmak istediğini, bu nedenle ""monoklonal nörtleştirici antikor"" buluşunun patentini aldıklarını kaydetti.",21
345,https://www.sondakika.com/haber/haber-israil-patentini-alip-dunyaya-ilan-etti-13191572/,5,İsrail Biyolojik Araştırma Enstitüsü 1952 yılında İsrail Savunma Güçlerinin bir parçası olarak kuruldu.,13
346,https://www.sondakika.com/haber/haber-israil-patentini-alip-dunyaya-ilan-etti-13191572/,6,Sonradan özelleştirilen enstitü teknik olarak başbakanlığa bağlı ve Savunma Bakanlığı ile yakın bir bağı bulunuyor.,15
347,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,0," Dünya Sağlık Örgütü (DSÖ) Sözcüsü Lindmeier, BM Cenevre Ofisinde düzenlenen basın toplantısında, 27 Aralık 2019da solunum rahatsızlığı nedeniyle tedavi edilen kişinin aslında Kovid-19a yakalandığına ilişkin Fransadan yapılan açıklamaları değerlendirdi.",30
348,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,1,"31 Aralık 2019da Çinde ilk Kovid-19 vakasının bildirildiğini anımsatan Lindmeier, bu bilgiye rağmen çok büyük bir ihtimalle Çinde Kovid-19 semptomlarının geçen yılın aralık ayı başlarında görüldüğüne dikkati çekti.",28
349,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,2,"Fransadan bildirilen vakanın şaşırtıcı olmadığını ifade eden Lindmeier, bu yeni gelişmenin ""heyacan verici olduğunu"" ve kendilerine ""yepyeni ve daha iyi bir tablo çizdiğini"" vurguladı.",24
350,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,3,"Lindmeier, virüsün ilk ortaya çıktığı ülke olan Çinin ismini vermeden, ilk Kovid-19 taşıyıcılarının ülkeler arası seyahat etmesiyle virüsün bilinenden daha önce yayılmaya başlamış olabileceğine işaret etti.",26
351,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,4,"""Fransadaki veya benzer senaryolardaki bulgular, Kovid-19un potansiyel virüs dolaşımını daha iyi anlamaya yardımcı oluyor. """,15
352,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,5,"diyen Lindmaier, Kovid-19a ilişkin daha erken tarihli vakaların da ortaya çıkabileceğine işaret etti.",13
353,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,6,"Lindmeier, kasım ve aralık aylarından itibaren ""nedeni belirtilmemiş şüpheli zatürre vakalarının"" Kovid-19 olup olmadığına dair yeni testler yapmaları için ülkelere çağrıda bulundu.",22
354,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,7,"Sözcü, böylelikle salgına dair yeni bilgilerin ortaya çıkacağını kaydetti.",9
355,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,8,"Fransada, başkent Parisin banliyölerinden Bobignydeki İbn Sina Hastanesi Acil Servisi Şefi Yves Cohen, 3 Mayısta BFMTV kanalına yaptığı açıklamada, 27 Aralık 2019da solunum rahatsızlığı nedeniyle tedavi edilen kişinin aslında Kovid-19a yakalandığını aktarmıştı.",32
356,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,9,"Cohen, bu durumun bu kişiye tekrar test yapılmasıyla ortaya çıktığını ifade etmişti.",12
357,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,10,"Söz konusu kişinin virüsü iki çocuğuna bulaştırdığını belirten Cohen, eşinin hasta olmadığını fakat belirti göstermeden Kovid-19a yakalanmış olabileceğini söylemişti.",19
358,https://www.sondakika.com/haber/haber-dunya-saglik-orgutu-nden-kritik-korona-cagrisi-13191539/,11,Sağlık Bakanlığına göre ise ülkede ilk Kovid-19 vakaları 24 Ocakta görüldü.,11
359,https://www.sondakika.com/haber/haber-tayland-krali-20-cariyesini-ordu-mensubu-yapti-13191222/,0, Taylandda koronavirüs (Covid-19) salgınına karşı tüm ülkede sosyal izolasyon uyguladığı zamanda 20 cariyesi ile Almanyaya kaçan Tayland Kralı Maha Vajiralongkorn ile ilgili yeni gelişme yaşandı.,26
360,https://www.sondakika.com/haber/haber-tayland-krali-20-cariyesini-ordu-mensubu-yapti-13191222/,1,Dünyanın tartışmalı lideri Tayland Kralı Maha Vajiralongkornun 20 cariyesini ordu mensubu yaptığı ileri sürüldü.,14
361,https://www.sondakika.com/haber/haber-tayland-krali-20-cariyesini-ordu-mensubu-yapti-13191222/,2,"Alman medyasında yayınlanan habere göre, Vajiralongkornun cariyelerine rütbe de verdiği belirtildi.",11
362,https://www.sondakika.com/haber/haber-tayland-krali-20-cariyesini-ordu-mensubu-yapti-13191222/,3,Kralın bu hamlesinin ülkede büyük tepkilere neden olduğu belirtildi.,9
363,https://www.sondakika.com/haber/haber-tayland-krali-20-cariyesini-ordu-mensubu-yapti-13191222/,4,Eksantrik kralın 30 milyar dolarlık kişisel servete sahip olduğu ve zamanının çoğunu geçirdiği Almanyada 12 milyon dolar değer biçilen bir evi bulunuyor.,22
364,https://www.sondakika.com/haber/haber-tayland-krali-20-cariyesini-ordu-mensubu-yapti-13191222/,5,"Kral Maha Vajiralongkorn, daha önce dördüncü eşinin katıldığı resmi törenle cariyesini baş metres ilan etmişti.",15
365,https://www.sondakika.com/haber/haber-tayland-krali-20-cariyesini-ordu-mensubu-yapti-13191222/,6,"Son olarak ortaya atılan iddiaya göre Tayland Kralı, her cariyesine Tayland ordusunda bir görev veriyor ve ordu mensubu yapıyor.",19
366,https://www.sondakika.com/haber/haber-tayland-krali-20-cariyesini-ordu-mensubu-yapti-13191222/,7,"Kral, askeri unvanlara sahip cariyelerine ""Özel Hava Kuvvetleri ismini verdiği ileri sürüldü.",12
367,https://www.sondakika.com/haber/haber-abd-de-dis-ticaret-acigi-martta-yuzde-11-6-artti-13190998/,0,"ABD Ticaret Bakanlığı, Mart ayına ilişkin dış ticaret verilerini açıkladı.",10
368,https://www.sondakika.com/haber/haber-abd-de-dis-ticaret-acigi-martta-yuzde-11-6-artti-13190998/,1,"Buna göre, ülkenin dış ticaret açığı, Martta bir önceki aya göre yüzde 11,6 artarak 44,4 milyar dolar oldu.",18
369,https://www.sondakika.com/haber/haber-abd-de-dis-ticaret-acigi-martta-yuzde-11-6-artti-13190998/,2,"Yeni tip koronavirüs (Kovid-19) salgınının etkisiyle bu dönemde artış gösteren veriye ilişkin piyasa beklentisi, 44 milyar dolar olması yönündeydi.",19
370,https://www.sondakika.com/haber/haber-abd-de-dis-ticaret-acigi-martta-yuzde-11-6-artti-13190998/,3,"Şubat ayına ait dış ticaret açığı verisi ise 39,9 milyar dolardan 39,8 milyar dolara revize edildi.",16
371,https://www.sondakika.com/haber/haber-abd-de-dis-ticaret-acigi-martta-yuzde-11-6-artti-13190998/,4,"ABDnin Mart ayındaki ihracatı, bir önceki aya göre yüzde 9,6 azalarak 187,8 milyar dolara düştü.",15
372,https://www.sondakika.com/haber/haber-abd-de-dis-ticaret-acigi-martta-yuzde-11-6-artti-13190998/,5,"Ülkenin ithalatı ise aynı dönemde yüzde 6,2 azalarak 232,2 milyar dolara geriledi.",12
373,https://www.sondakika.com/haber/haber-abd-de-dis-ticaret-acigi-martta-yuzde-11-6-artti-13190998/,6,"Bu verilerle, ülkenin ithalatı ve ihracatı, Kasım 2016 döneminden bu yana en düşük seviyelerini kaydetti.",15
374,https://www.sondakika.com/haber/haber-abd-de-dis-ticaret-acigi-martta-yuzde-11-6-artti-13190998/,7,"ABDnin Ocak ayında birinci faz ticaret anlaşması imzaladığı ancak Kovid-19 kriziyle ticaret geriliminin yeniden odağı olan Çin ile arasındaki ticaret açığı, Martta düşüş kaydetti.",24
375,https://www.sondakika.com/haber/haber-abd-de-dis-ticaret-acigi-martta-yuzde-11-6-artti-13190998/,8,"Ülkenin Çin ile olan ticaret açığı, martta bir önceki aya göre yüzde 21,3 azalarak 15,5 milyar dolara indi.",18
376,https://www.sondakika.com/haber/haber-abd-de-dis-ticaret-acigi-martta-yuzde-11-6-artti-13190998/,9,"ABDnin Çine ihracatı bu dönemde aylık 300 milyon dolar artarak 7,8 milyar dolara yükselirken, ülkeden yapılan ithalat 3,9 milyar dolar azalarak 4,8 milyar dolara geriledi.",25
377,https://www.sondakika.com/haber/haber-abd-de-dis-ticaret-acigi-martta-yuzde-11-6-artti-13190998/,10,"ABDnin Mart ayında dış ticaret açığı verdiği diğer ülkeler arasında, Avrupa Birliği (16,9 milyar dolar), Meksika (9 milyar dolar), Almanya (6 milyar dolar), Japonya (4,6 milyar dolar), İtalya (2,8 milyar dolar), Kanada (2,6 milyar dolar), Tayvan (2 milyar dolar), Güney Kore (1,9 milyar dolar) ve Hindistan da (1,7 milyar dolar) yer aldı.",52
378,https://www.sondakika.com/haber/haber-abd-de-koronavirus-salgini-nedeniyle-son-24-13191283/,0,Çinden kısa sürede tüm dünyaya yayılan yeni tip koronavirüs (Kovid-19) salgınından en çok etkilenen ülke olan ABDde son 24 saatte gerçekleşen vaka sayıları açıklandı.,24
379,https://www.sondakika.com/haber/haber-abd-de-koronavirus-salgini-nedeniyle-son-24-13191283/,1,Buna göre; ABDde Kovid-19 salgınında hayatını kaybedenlerin sayısı son 24 saatte 1338 artarak 69 bin 974e yükseldi.,17
380,https://www.sondakika.com/haber/haber-abd-de-koronavirus-salgini-nedeniyle-son-24-13191283/,2,"Dünya genelinde Kovid-19dan en fazla etkilenen ABD, salgının merkezi ve en çok can kaybının yaşandığı ülke konumunda bulunuyor.",18
381,https://www.sondakika.com/haber/haber-abd-de-koronavirus-salgini-nedeniyle-son-24-13191283/,3,"Kovid-19 görülen ülke ve bölgelerdeki yeni vakalara ilişkin güncel verilerin derlendiği ""Worldometer"" internet sitesine göre, ABDde virüs bulaşan kişi sayısı son 24 saatte 24 bin 109 artarak 1 milyon 214 bin 23e, hayatını kaybedenlerin sayısı ise 1338 artarak 69 bin 974e yükseldi.",42
382,https://www.sondakika.com/haber/haber-abd-de-koronavirus-salgini-nedeniyle-son-24-13191283/,4,"ABDyi, 250 bin 561 vakayla İspanya, 211 bin 938 ile İtalya ve 190 bin 584 ile İngiltere takip ediyor.",19
383,https://www.sondakika.com/haber/haber-abd-de-koronavirus-salgini-nedeniyle-son-24-13191283/,5,"ABDde şimdiye kadar Kovid-19 testi yapılan kişi sayısı 7 milyon 485 bine yaklaşırken, iyileşen hasta sayısı ise 188 bini geçti.",20
384,https://www.sondakika.com/haber/haber-abd-de-koronavirus-salgini-nedeniyle-son-24-13191283/,6,"ABD genelinde ise New York, 327 bin 374 vaka ve 24 bin 944 can kaybıyla salgından en fazla etkilenen eyalet olma konumunu sürdürüyor.",23
385,https://www.sondakika.com/haber/haber-abd-de-koronavirus-salgini-nedeniyle-son-24-13191283/,7,New Yorku 129 bin 345 vakayla New Jersey ve 69 bin 87 vakayla Massachusetts takip ediyor.,16
386,https://www.sondakika.com/haber/haber-trump-yonetiminin-abd-de-ekonominin-acilmasiyla-13191264/,0,"ABDde Trump yönetiminin, ülkede ekonominin açılmaya başlamasıyla yeni tip koronavirüs (Kovid-19) vaka ve ölü sayısında ay sonuna doğru büyük artış beklediği öne sürüldü.",23
387,https://www.sondakika.com/haber/haber-trump-yonetiminin-abd-de-ekonominin-acilmasiyla-13191264/,1,"New York Timesta yer alan haberde, Trump yönetiminin ekonomiyi açma girişimleriyle iç idari yazışmalarda, 1 Hazirana kadar Kovid-19 günlük vaka sayısının 200 bini, ölü sayısının da 3 bini bulmasını projekte ettiği savunuldu.",32
388,https://www.sondakika.com/haber/haber-trump-yonetiminin-abd-de-ekonominin-acilmasiyla-13191264/,2,"Haberde, vaka ve ölü sayısındaki artış öngörülerinin ABD Hastalık Kontrol ve Önleme Merkezleri (CDC) modeline dayanan ve Federal Acil Durum Yönetim Ajansınca grafik şeklinde bir araya getirilen projeksiyonlara dayandırıldığı vurgulandı.",30
389,https://www.sondakika.com/haber/haber-trump-yonetiminin-abd-de-ekonominin-acilmasiyla-13191264/,3,"Şu ana kadar ABDde günlük vaka artışının 25 bin, can kaybının 1750 civarında olduğuna dikkat çekildi.",16
390,https://www.sondakika.com/haber/haber-trump-yonetiminin-abd-de-ekonominin-acilmasiyla-13191264/,4,"Söz konusu projeksiyonun, 7 haftadır ""evde kal"" talimatının uygulandığı ve iş yerlerinin kapatıldığı ülkedeki salgınla mücadelede pek bir şeyin değişmediğini gösterdiği belirtilen haberde, ekonominin açılmaya başlamasıyla durumun daha da kötüleşeceği değerlendirmesi yapıldı.",32
391,https://www.sondakika.com/haber/haber-trump-yonetiminin-abd-de-ekonominin-acilmasiyla-13191264/,5,"Ülkede, Trump yönetiminin teşvikiyle mayıs başında ekonomilerini kısmen açan Iowa, Minnesota, Tennessee ve Teksas gibi eyaletlerde Kovid-19 vaka ve ölü sayısında artış görülmeye başladığı haberlere yansımıştı.",26
392,https://www.sondakika.com/haber/haber-trump-yonetiminin-abd-de-ekonominin-acilmasiyla-13191264/,6,"ABD Başkanı Donald Trump da pazar günü Fox TVye verdiği mülakatta, 2 hafta önce söylediği ülke genelinde tahmini toplam 60 bin can kaybı rakamının aksine, Kovid-19 ölümlerinin tekrar 100 bini bulabileceğini belirtmişti.",32
393,https://www.sondakika.com/haber/haber-salginin-basladigi-cin-de-yasaklara-vahsi-hayvan-13190914/,0,"Dünyada 253 bini aşkın insanın ölümüne sebep olan koronavirüs salgınının başladığı Çinin, Guangdong bölgesinde yer alan Shenzhen şehrinde, köpek ve kedi eti satışı ve tüketimi 1 Mayısta yasaklandı.",28
394,https://www.sondakika.com/haber/haber-salginin-basladigi-cin-de-yasaklara-vahsi-hayvan-13190914/,1,Ülkenin bazı kentlerinde kurbağa ve kaplumbağa satılmaya devam ediyor.,9
395,https://www.sondakika.com/haber/haber-salginin-basladigi-cin-de-yasaklara-vahsi-hayvan-13190914/,2,Vuhan şehrinde vahşi hayvan satan bir markette başladığı belirtilen koronavirüs nedeniyle hükümetin açıkladığı yasaklara rağmen ülkenin Guangzhou şehrinde yer alan Xihua Farmers Market adlı ıslak pazarda kurbağa ve kaplumbağa satılmaya devam ediliyor.,32
396,https://www.sondakika.com/haber/haber-salginin-basladigi-cin-de-yasaklara-vahsi-hayvan-13190914/,3,"Pazarda canlı karideslerin de açık bir şekilde satıldığı görüntülenirken, satıcıların müşteri taleplerine göre canlı akrep satmaya da istekli oldukları ifade edildi.",21
397,https://www.sondakika.com/haber/haber-salginin-basladigi-cin-de-yasaklara-vahsi-hayvan-13190914/,4,"Çin hükümeti; kaplumbağa, kurbağa, yılan ve akrep gibi çoğu hayvanın satışını Şubatın sonlarından itibaren yasaklamıştı ancak hükümetin satılabilecek ""vahşi hayvanlar"" listesini revize ettiği belirtildi.",24
398,https://www.sondakika.com/haber/haber-salginin-basladigi-cin-de-yasaklara-vahsi-hayvan-13190914/,5,Tam listenin en erken Mayıs ortasına kadar kesinleşmesi beklenirken o zamana kadar vahşi hayvanların satılmaya devam edilebileceği tahmin ediliyor.,19
399,https://www.sondakika.com/haber/haber-salginin-basladigi-cin-de-yasaklara-vahsi-hayvan-13190914/,6,"Öte yandan Shenzhen, kedi ve köpek eti tüketiminin yasaklandığı ilk kent olmuştu.",12
400,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,0,Son 2 haftada Rusyada 3 sağlık çalışanı hastane penceresinden düştü.,10
401,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,1,"Bunlardan 2si hayatını kaybetti, biri ise yaşam mücadelesini sürdürüyor.",9
402,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,2,"Ancak yaşananlar akıllara ""sağlık çalışanları iş yükü ve psikolojik baskı yüzünden intihar mı ediyor"" sorularını getirdi.",16
403,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,3,Doktorlardan birinin koronavirüs testi pozitif çıktıktan sonra dahi çalışmaya zorlandığı iddia ediliyor.,12
404,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,4,Ancak hastane yetkilileri bu iddiayı reddediyor.,6
405,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,5,Üç olay da Rus yetkililer tarafından araştırılıyor.,7
406,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,6,"Başkent Moskovanın güneyindeki Voronezh kentinde Aleksander Şulepov adlı 37 yaşındaki bir ambulans doktoru, koronavirüs hastası olmasına rağmen çalışmaya zorlandığını söylediği bir video yayımladıktan 10 gün sonra çalıştığı hastanenin ikinci katından düştü.",31
407,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,7,"Yerel medyanın bölgesel sağlık yetkililerine dayanarak verdiği habere göre, Cumartesi günü meydana gelen olayda kafatası çatladığı belirtilen Şulepovun durumu ağır.",20
408,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,8,"Koronavirüs testi pozitif çıkan Şulepov, 22 Nisanda hastaneye kaldırılmıştı.",9
409,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,9,Aynı gün Şulepov ve Aleksander Kosyakin adlı bir çalışma arkadaşı sosyal medyada bir video yayımlayarak çalışma koşullarını eleştirmişti.,18
410,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,10,"Kosyakin videoda, Şulepovun koronavirüs hastası olmasına rağmen çalışmaya zorlandığını söylemişti.",10
411,https://www.sondakika.com/haber/haber-rusya-da-koronayla-savasan-doktorlarin-supheli-13191206/,11,"Kosyakin, bu videodan sonra ""yalan haber"" yayma suçlamasıyla polis tarafından sorgulandığını belirtti.",12
