,url,segment_no,cumle_icerigi,sözcük_sayisi
203,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,0,"Cumhurbaşkanı Recep Tayyip Erdoğan, pazartesi günü video konferans yöntemiyle yapılan Kabine Toplantısı sonrası koronavirüs sürecinde normalleş adımlarının kademeli olarak nasıl gerçekleşeceğini açıkladı.",22
204,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,1,"Buna göre; 65 yaş üstü ve 20 yaş altındakilere yönelik yasak esnetilecek, berberler ve AVMler 11 Mayısta açılacak.",18
205,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,2,Askerlik işlemleri ise 31 Mayısta başlayacak.,6
206,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,3,"Sağlık Bakanlığı Koronavirüs Bilim Kurulu Üyesi ve Göğüs Hastalıkları Uzmanı Prof. Dr. Tevfik Özlü, normalleşme adımları ile ilgili değerlendirmelerde bulundu.",20
207,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,4,"Özlü; ""Bu normalleşme sürecine eskiye dönüş olarak bakılmamalı"" dedi.",9
208,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,5,"Euronewse konuşan Bilim Kurulu Üyesi Prof. Dr. Tevfik Özlü; ""Virüse karşı yeni normlarla birlikte yaşamımızı sürdürmek zorundayız"" dedi.",18
209,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,6,"Özlü, normalleşme sürecinde ikinci atağın başlamaması için kurallara uyulmasının ve gevşeme yaşanmamasının oldukça önemli olduğu görüşünde.",16
210,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,7,"İkinci bir atak riskine karşı yetkililerin titizlikle hazırlıklarını sürdürdüklerini belirten Bilim Kurulu Üyesi Özlü, bu normalleşme sürecinde de sosyal mesafe ve hijyen kurallarına uyulması, kapalı alanların havalandırılması ile maske alışkanlığının devam ettirilmesinin önemli olduğunu söyledi.",35
211,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,8,Yine açılan mekanlarda yığılmaların önüne geçilmesi için randevulu sistemi bir seçenek olarak sunan Prof. Dr. Tevfik Özlüye göre; bu mekanlarda sosyal mesafe ile hijyen kurallarına uyulması ve maske kullanımına titizlikle devam edilmeli.,32
212,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,9,En çok merak edilen sorulardan biri ise sınırlandırılmaların olduğu şehirlerdeki pandeminin seyri.,12
213,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,10,"Türkiyede pandeminin seyrinin illere göre farklılık gösterdiğini söyleyen Özlü, şehirlerarası giriş çıkışın sınırlandırılmasının kaldırıldığı Antalya, Aydın, Erzurum, Hatay, Malatya, Mersin ve Muğlada durumun giderek iyileştiğini ifade etti.",27
214,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,11,"Şehirlerarası giriş çıkışları hala sınırlı olduğu İstanbul, İzmir ve Ankara gibi illerde ise hasta başvuruları, pozitif hasta sayısı ve yoğun bakımlardaki doluluk oranları giderek azalıyor.",25
215,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,12,"Türkiyenin pek çok Avrupa ülkesine göre süreci başarılı yönettiğini düşünen Sağlık Bakanlığı Koronavirüs Bilim Kurulu Üyesi ve Göğüs Hastalıkları Uzmanı Prof. Dr. Tevfik Özlü, hiçbir hastanın açıkta kalmadığını ve tedaviden mahrum edilmediğini söyledi.",33
216,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,13,"Daha erken dönemde yani beşinci haftada Türkiyenin pik noktasına ulaştığını belirten Özlü, bu durumun vakaların iyi yönetilmesinden kaynaklandığını ifade etti.",20
217,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,14,"Cumhurbaşkanı Recep Tayyip Erdoğan, koronavirüs salgınına karşı alınan kısıtlamalarda esnemeye gidileceğini açıklamasının ardından, 11 Mayıstan itibaren berber, kuaför ve alışveriş merkezleri hizmet vermeye başlayacak.",24
218,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,15,Sokağa çıkamayan 65 yaş üstü olanlar da 10 Mayıs itibariyle haftada bir gün 4 saat sokağa çıkabilecek.,17
219,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,16,"Yine şehirlerarası giriş çıkışın sınırlandırıldığı Antalya, Aydın, Erzurum, Hatay, Malatya, Mersin ve Muğlada sınırlama sona erdirildi.",16
220,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,17,Üniversiteye giriş sınavları 20 Haziran olarak açıklandı.,7
221,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,18,Salgın hastanelerinin sayıları da 1 Hazirandan itibaren azaltılacak ve bu hastaneler normal işleyişlerine geri dönecek.,15
222,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,19,Adliyelerde ara verilen işlemlere ve 15 Haziran itibariyle yeniden başlayabilecek.,10
223,https://www.sondakika.com/haber/haber-bilim-kurulu-uyesi-prof-dr-tevfik-ozlu-normallesme-13194274/,20,31 ilde hafta sonlar uygulanan sokağa çıkma yasağı ise devam edecek.,11
224,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,0,"ABDnin Pennsylvania eyaletinde koronavirüsle ilgili ""çok önemli bir buluşun eşiğinde olduğu"" iddia edilen bir bilim insanının hafta sonunda uğradığı silahlı saldırıda hayatını kaybettiği açıklandı.",24
225,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,1,"NBC ve CNNin haberlerine göre Pittsburgh Üniversitesi Tıp Fakültesinde araştırmacı olan 37 yaşındaki Bing Liu, Rose Townshipteki evinde Cumartesi günü ölü bulundu.",22
226,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,2,"Polis yetkilileri, Liunun başından ve boynundan vurulduğunu açıkladı.",8
227,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,3,"Liunun cesedinin bulunmasından bir saat sonra, evin bir kilometre kadar yakınlarında park edilmiş bir aracın içinde ikinci bir cesede daha rastlandı.",21
228,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,4,46 yaşındaki bu kişinin adının Hao Gu olduğu belirtildi.,9
229,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,5,"Rose Township polis yetkililerinden Brian Kohlhepp, NBCye Liu ve Gunun birbirlerini tanıdığını söyledi.",13
230,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,6,"Polis, Gunun Liuyu öldürdükten sonra arabasında kendisini vurduğuna inanıyor.",9
231,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,7,"Kohlhepp, bu iki kişi arasındaki bağın ve cinayetin nedeninin araştırıldığını söyledi.",11
232,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,8,Bilgi sayımsal bilim dalında Singapurda doktora yapan Liunun doktora sonrası çalışmalarını Carnegie Mellon Üniversitesinde tamamladıktan sonra Pittsburgh Üniversitesine geldiği belirtiliyor.,20
233,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,9,"Üniversiteden yapılan açıklamada ""mükemmel bir mentor ve üretken bir araştırmacı"" diye tanımlanan Liunun 30dan fazla bilimsel makalenin ortak yazarlarından biri olduğu ve sistem biyolojisi araştırmalarına odaklandığı belirtildi.",27
234,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,10,"Açıklamada, ""Bing (Liu) SARS-CoV-2 enfeksiyonu ve bunu takip eden komplikasyonların hücresel temelinin altında yatan hücresel mekanizmaları açığa çıkaracak çok önemli bir buluşun eşiğindeydi.",23
235,https://www.sondakika.com/haber/haber-koronavirus-abd-de-virusle-ilgili-cok-onemli-bir-13193743/,11,"Onun başladığı işi bitirmek için çaba göstereceğiz"" denildi.",8
236,https://www.sondakika.com/haber/haber-yeni-zelanda-da-belediye-meclis-uyesi-zoom-13193973/,0,"Kamerası açık olan ve toplantının başladığını fark etmeyen David Benson-Pope, 30 saniye süreyle bu halde kitapların tozunu alırken görüntülendi.",19
237,https://www.sondakika.com/haber/haber-yeni-zelanda-da-belediye-meclis-uyesi-zoom-13193973/,1,"Üç dönem İşçi Partisi milletvekilliği ve 2004te bakanlık yapan 70 yaşındaki Benson-Pope, toplantıya bilerek böyle katılmadığını fakat çalışma arkadaşlarını ve videoyu izleyenleri ""eğlendirdiği için memnun olduğunu"" söyledi.",27
238,https://www.sondakika.com/haber/haber-yeni-zelanda-da-belediye-meclis-uyesi-zoom-13193973/,2,"Benson-Pope, daha önceki Zoom görüşmesinde kitaplığının tozlu göründüğünü fark ettiğini ve yeni toplantı öncesinde toz almaya karar verdiğini belirtti.",19
239,https://www.sondakika.com/haber/haber-yeni-zelanda-da-belediye-meclis-uyesi-zoom-13193973/,3,"Üzerinde gömlek ve ceket olan belediye meclis üyesi, pantolonunu giymeye zaman bulamadan toplantının ortasında kaldı.",15
240,https://www.sondakika.com/haber/haber-yeni-zelanda-da-belediye-meclis-uyesi-zoom-13193973/,4,"Benson-Pope, internetten bu şekilde görüşme yapanlara, uygunsuz durumda yakalanmamaları için video ayarlarını kontrol etmeleri tavsiyesinde bulundu.",16
241,https://www.sondakika.com/haber/haber-yeni-zelanda-da-belediye-meclis-uyesi-zoom-13193973/,5,Koronavirüs salgını nedeniyle Yeni Zelandada belediye meclisi oturumları internet üzerinden yapılıyor.,11
242,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,0,Haftalardır Kuzey Kore Lideri Kim Jong-unun kalp ameliyatı geçirdiği ve sağlığının yerinde olmadığı iddia ediliyordu.,15
243,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,1,Kimin kolundaki yara izi de tartışmaların alevini körüklemişti.,8
244,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,2,Bazı görüşler Kimin kolundaki yara izinin kalp ameliyatı için koluna takılan stentten kaynaklandığını iddia etmişti.,15
245,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,3,"Ancak Güney Kore Ulusal İstihbarat Servisi (NIS), sağlığının yerinde olmadığı söylenen Kuzey Kore lideri Kim Jong-unun ameliyat geçirmediğini açıkladı.",19
246,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,4,"Güney Kore ajansı Yonhapın haberine göre, NIS, Kuzey Kore lideri Kim hakkında ortaya atılan kalp rahatsızlığı nedeniyle ameliyat olduğu iddialarının gerçek olmadığını bildirdi.",23
247,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,5,"NIS yetkilileri tarafından milletvekillerine yapılan bilgilendirmede, Kimin yılbaşından bu yana 17 kez halk karşısına çıktığı belirtilirken, bunun geçen yıla göre yüzde 66 daha az olduğuna dikkati çekildi.",27
248,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,6,"Kimin kalbiyle ilgili herhangi bir sağlık sorunu olmadığı vurgulanarak, uzmanların hafif bir tıbbi tedavide bile iyileşmenin 4-5 hafta alacağına dair görüşleri paylaşıldı.",22
249,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,7,"Bilgilendirmede, ""Kim halkın karşısına çıkmasa da her zamanki gibi devlet işlerini yönetiyor. """,13
250,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,8,ifadesi kullanıldı.,2
251,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,9,"Öte yandan bilgilendirmede, Kuzey Koreye, ocak ayında sınırını kapatmadan önce Çinden geçiş yapıldığı anımsatılarak Kuzeyde yeni tip koronavirüs (Kovid-19) salgını olabileceği uyarısında bulunuldu.",23
252,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,10,Çin ile sınırların kapatılmasından bu yana Kuzey Korede ekonomik zorlukların arttığı da ortaya kondu.,14
253,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,11,"Son haftalarda, Kim hakkında sağlığının yerinde olmadığı veya öldüğü yönünde söylentiler ortaya atılmıştı.",13
254,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,12,"İddiaların ardından Kimin, başkent Pyongyangda gübre fabrikasının açılışını yaparken fotoğraf ve videoları yayımlanmıştı.",13
255,https://www.sondakika.com/haber/haber-guney-kore-istihbarati-kuzey-kore-lideri-kim-13193549/,13,"Kimin ortaya çıkması, hakkındaki spekülasyonları sonlandırırken, bazı yorumcular, Kimin yürüyüşünde bir tuhaflık olduğu değerlendirmesinde bulunmuştu.",15
256,https://www.sondakika.com/haber/haber-ege-denizinde-it-dalasi-iddiasi-pilotlarin-telsiz-13193199/,0," Yunanistan, Türk savaş uçaklarının, Egede Yunan hava sahasını ihlal ettiğini iddia etti.",13
257,https://www.sondakika.com/haber/haber-ege-denizinde-it-dalasi-iddiasi-pilotlarin-telsiz-13193199/,1,Yunanistana air Mirage savaş uçağı pilotları Yunan hava sahasını ihlal ettikleri iddia edilen Türk F-16 uçaklarına kilitlendikleri açıklandı.,18
258,https://www.sondakika.com/haber/haber-ege-denizinde-it-dalasi-iddiasi-pilotlarin-telsiz-13193199/,2,Türkiyeya ait iki F-16 uçağına kitlenen Yunan Mirage savaş uçaklarının pilotlarının telsiz konuşmaları yayınlandı.,14
259,https://www.sondakika.com/haber/haber-ege-denizinde-it-dalasi-iddiasi-pilotlarin-telsiz-13193199/,3,Yunanlı pilotun diğer Mirage pilotuna Türk uçağına kitlendiğini ifade eden Ona sahibim.,12
260,https://www.sondakika.com/haber/haber-ege-denizinde-it-dalasi-iddiasi-pilotlarin-telsiz-13193199/,4,Hedefime girmek üzere dediği ileri sürüldü.,6
261,https://www.sondakika.com/haber/haber-ege-denizinde-it-dalasi-iddiasi-pilotlarin-telsiz-13193199/,5,Yunanlı yetkililer olayın görüntüsü olduğu iddia edilen videoyu yayınladı.,9
262,https://www.sondakika.com/haber/haber-ingiltere-de-yasak-askini-iki-kez-evine-cagiran-13192593/,0," Londra merkezli Imperial Collegeda salgın bilim alanında uzman öğretim üyesi Prof. Dr. Neil Ferguson, İngilterede yürürlükte olan sokağa çıkma ve sosyal mesafe kurallarını ihlal ettiğinin ortaya çıkmasının ardından hükümete salgınla mücadelede tavsiye veren Bilim Kurulundaki görevini bıraktı.",38
263,https://www.sondakika.com/haber/haber-ingiltere-de-yasak-askini-iki-kez-evine-cagiran-13192593/,1,"Fergusonın, sosyal mesafe kurallarına aykırı olarak evlilik dışı ilişkide olduğu bir kadını iki kez evine kabul ettiği ortaya çıkmıştı.",19
264,https://www.sondakika.com/haber/haber-ingiltere-de-yasak-askini-iki-kez-evine-cagiran-13192593/,2,"İngiliz basınındaki haberlerde kadının, başka biriyle evli olduğu, kocası ve çocuğuyla güney Londrada yaşadığı belirtilmiş, Fergusonla buluşmak için kentin bir ucundan diğer ucuna seyahat ettiği ifade edilmişti.",27
265,https://www.sondakika.com/haber/haber-ingiltere-de-yasak-askini-iki-kez-evine-cagiran-13192593/,3,"The Telegraph gazetesine istifasıyla ilgili açıklama yapan Ferguson, ""hatasını kabul ettiğini"" söyledi.",12
266,https://www.sondakika.com/haber/haber-ingiltere-de-yasak-askini-iki-kez-evine-cagiran-13192593/,4,"Ferguson, davranışına gerekçe olarak Kovid-19 testinin pozitif çıkmasından sonra kendisini iki hafta karantinaya aldığını ve onun ardından da hastalığa karşı bağışıklık kazandığına inanmasını gösterdi.",24
267,https://www.sondakika.com/haber/haber-ingiltere-de-yasak-askini-iki-kez-evine-cagiran-13192593/,5,"Matematiksel Biyoloji uzmanı da olan Ferguson, Kovid-19 salgınında sokağa çıkma yasağı ve sosyal mesafe gibi önlemlerin alınmaması halinde ülkedeki ölü sayısının 500 bine kadar çıkabileceğini iddia eden bilimsel raporun mimarı olarak biliniyor.",32
268,https://www.sondakika.com/haber/haber-ingiltere-de-yasak-askini-iki-kez-evine-cagiran-13192593/,6,"Imperial Collegeda hazırlanan rapor, salgının başlangıcında ""sürü bağışıklığı"" stratejisini benimseme eğilimindeki İngiliz hükümetinin tutum değiştirmesine yol açmıştı.",17
269,https://www.sondakika.com/haber/haber-ingiltere-de-yasak-askini-iki-kez-evine-cagiran-13192593/,7,"İngiliz medyasında sık sık beyanatları yer alan Fergusonın halka tedbirlere uymanın önemini anlatırken, kendisinin kuralları ihlal ettiğinin ortaya çıkması kamuoyunda tepki çekmişti.",22
270,https://www.sondakika.com/haber/haber-ingiltere-de-yasak-askini-iki-kez-evine-cagiran-13192593/,8,"Sokağa çıkma yasağının önemi konusundaki ısrarı nedeniyle Fergusona, ""Prof. Sokağa Çıkma Yasağı"" lakabı takılmıştı.",14
271,https://www.sondakika.com/haber/haber-iran-havayolu-sirketi-mahan-air-in-koronavirusun-13192099/,0,Çin Vuhan kentinde ortaya çıkan ve dünya genelinde 250 binden fazla insanın ölümüne neden olan yeni tip koronavirüs (Kovid-19) hızla tüm dünyaya yayıldı.,23
272,https://www.sondakika.com/haber/haber-iran-havayolu-sirketi-mahan-air-in-koronavirusun-13192099/,1,"Salgına karşı önlem almak isteyen birçok Ortadoğu ülkesi, uçak seferlerini durdururken, koronavirüsün bölgede nasıl yayıldığı merak konusu olmuştu.",18
273,https://www.sondakika.com/haber/haber-iran-havayolu-sirketi-mahan-air-in-koronavirusun-13192099/,2,"Konuyla ilgili araştırma yapan BBC Arapça Servisi muhabirleri, birçok bölge ülkesinin İran ile uçak seferlerini yasaklamış olmasına rağmen faaliyetlerini sürdüren İran havayolu şirketi Mahan Airin, Covid-19un Orta Doğuda yayılmasında rol oynadığını ortaya çıkardılar.",33
274,https://www.sondakika.com/haber/haber-iran-havayolu-sirketi-mahan-air-in-koronavirusun-13192099/,3,"Uçuş izleme kayıtlarının analizini yapan ve Mahan Air havayolu şirketi içinden kaynaklarla görüşen BBC Arapça Servisi muhabirleri, birçok bölge ülkesinin İran bağlantılı uçuşlara yasak koymasına rağmen, havayoluna bağlı uçakların Ocak sonu ile Mart sonu arasında, İranla Irak, Birleşik Arap Emirlikleri ve Suriye arasında yüzlerce uçuş yaparak faaliyetini sürdürdüğünü tespit etti.",50
275,https://www.sondakika.com/haber/haber-iran-havayolu-sirketi-mahan-air-in-koronavirusun-13192099/,4,"Bu bulgulara göre, adı geçen ülkelerin tümünün, kendi koydukları yasaklara rağmen uçuşlara izin vermiş olması gerekiyor.",16
276,https://www.sondakika.com/haber/haber-iran-havayolu-sirketi-mahan-air-in-koronavirusun-13192099/,5,"İran 31 Ocak tarihinde Çinden bütün uçuşları durdurmuş, Şubat ve Mart aylarında da birçok ülke Orta Doğuda koronavirüs salgınının merkez üssü haline gelen İranla aralarındaki uçuşları yasaklamışlardı.",27
277,https://www.sondakika.com/haber/haber-iran-havayolu-sirketi-mahan-air-in-koronavirusun-13192099/,6,Ne var ki Mahan Air yasaklara rağmen uçuşlarını sürdürdü ve bu da yolcularının ve mürettebatının sağlığını tehlikeye attığı eleştirilerine yol açtı.,21
278,https://www.sondakika.com/haber/haber-iran-havayolu-sirketi-mahan-air-in-koronavirusun-13192099/,7,Koronavirüsü gittikleri ülkelere ve kendi ailelerine taşıyabilecekleri konusunda endişelerini seslendiren havayolu çalışanları ceza davası tehdidiyle susturuldu.,16
279,https://www.sondakika.com/haber/haber-iran-havayolu-sirketi-mahan-air-in-koronavirusun-13192099/,8,"Öte yandan, İranda koronavirüs nedeniyle hayatını kaybedenlerin sayısı son 24 saatte 63 artarak 6 bin 340a yükseldi.",17
280,https://www.sondakika.com/haber/haber-iran-havayolu-sirketi-mahan-air-in-koronavirusun-13192099/,9,Toplam vaka sayısının ise 99 bin 970e yükseldi.,8
281,https://www.sondakika.com/haber/haber-bae-de-gokdelende-buyuk-yangin-13191982/,0, Birleşik Arap Emirliklerinin Şarika kentinde bulunan ve 190 metre yüksekliğindeki Abbco Tower adlı gökdelende yangın çıktı.,17
282,https://www.sondakika.com/haber/haber-bae-de-gokdelende-buyuk-yangin-13191982/,1,Yangın hızlanarak neredeyse gökdelenin tamamında yayıldı.,6
283,https://www.sondakika.com/haber/haber-bae-de-gokdelende-buyuk-yangin-13191982/,2,"BAE medyası, ilk belirlemelere göre yangında can kaybı ya da yaralanma olmadığını; 5 kişinin solunum güçlüğü nedeniyle sağlık ekiplerine başvurduğunu duyurdu.",21
284,https://www.sondakika.com/haber/haber-bae-de-gokdelende-buyuk-yangin-13191982/,3,"Öte yandan, yanan gökdelendeki insanların da yangın büyümeden önce tahliye edildiği bilgisi paylaşıldı.",13
285,https://www.sondakika.com/haber/haber-bae-de-gokdelende-buyuk-yangin-13191982/,4,"Khaalej Timesın haberine göre, gökdelenin bulunduğu noktaya giden itfaiye ekipleri yangını 3 saatten az sürede söndürdü.",16
286,https://www.sondakika.com/haber/haber-bae-de-gokdelende-buyuk-yangin-13191982/,5,Gökdelenin çevresindeki 5 binanın da güvenlik nedeniyle tahliye edildiği ifade edilirken; yanan gökdelenden düşen parçalar nedeniyle çok sayıda otomobilin hasar gördüğü bildirildi.,22
287,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,0,"SpaceXin kurucusu ve Tesla Motors ile PayPalın kurucu ortaklarından Elon Musk, müzisyen eşi Grimesın erkek bir bebek dünyaya getirdiğini açıkladı.",20
288,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,1,"İlk başta Grimesin doğuma girdiğini yazan Musk, daha sonra bir sosyal medya kullanıcısının kendisine ""Bebekten haber var mı?""",18
289,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,2,"yazması üzerine, ""Anne ve bebek iyiler"" dedi.",7
290,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,3,Musk bir de fotoğraf paylaştı.,5
291,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,4,"Elon Musk, gerçek adı Claire Boucher olan Grimes ile 2018 yılından beri birlikte.",13
292,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,5,Üç kez boşanan 48 yaşındaki Muskun daha önceki beraberliklerinden beş oğlu bulunuyor.,12
293,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,6,"32 yaşındaki Grimes, ilk kez anne oldu.",7
294,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,7,"Çift, bebek beklediklerini ocak ayında Instagramdan yaptıkları bir paylaşımla duyurmuştu.",10
295,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,8,"Elon Musk, bir takipçisinin bebeğin adını sorması üzerine ""X Æ A-12 Musk"" adını verdiklerini söyledi.",15
296,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,9,"Muskın isim konusunda ciddi olup olmadığı anlaşılmazken, bunun şifrelenmiş bir ifade olduğu yorumları da yapıldı.",15
297,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,10,"Öte yandan, Elon Musk ve Grimes çiftinin çocuklarına verdikleri ""X Æ A-12 Musk"" ismi kısa sürede sosyal medyada gündem oldu.",20
298,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,11,"Twitter kullanıcıları ""X Æ A-12 Musk"" etiketi altında güldüren paylaşımlar yaptı.",11
299,https://www.sondakika.com/haber/haber-elon-musk-in-bebegine-verdigi-isim-sosyal-medyada-13191993/,12,İşte o paylaşımlardan bazıları:,4
300,https://www.sondakika.com/haber/haber-dunya-genelinde-koronavirus-vaka-sayisi-3-milyon-13191973/,0,Yeni tip koronavirüsün (Kovid-19) dünya genelinde bulaştığı kişi sayısı 3 milyon 700 bini geçti.,14
301,https://www.sondakika.com/haber/haber-dunya-genelinde-koronavirus-vaka-sayisi-3-milyon-13191973/,1,"Kovid-19 görülen ülke ve bölgelerdeki yeni vakalara ilişkin verilerin derlendiği ""Worldometer"" internet sitesine göre, dünya genelinde toplam vaka sayısı 3 milyon 705 bin 896ya ulaştı.",25
302,https://www.sondakika.com/haber/haber-dunya-genelinde-koronavirus-vaka-sayisi-3-milyon-13191973/,2,En çok vaka görülen ülke 1 milyon 226 bin 123 ile ABD oldu.,13
303,https://www.sondakika.com/haber/haber-dunya-genelinde-koronavirus-vaka-sayisi-3-milyon-13191973/,3,"Bu ülkeyi 250 bin 61 ile İspanya, 213 bin 13 ile İtalya, 194 bin 990 ile İngiltere, 170 bin 551 ile Fransa, 166 bin 521 ile Almanya, 155 bin 370 ile Rusya, 129 bin 491 ile Türkiye, 110 bin 156 ile Brezilya ve 99 bin 970 ile İran izledi.",49
304,https://www.sondakika.com/haber/haber-dunya-genelinde-koronavirus-vaka-sayisi-3-milyon-13191973/,4,Salgının ortaya çıktığı Çin ana karasında ise 82 bin 881 vaka kayda geçti.,13
305,https://www.sondakika.com/haber/haber-dunya-genelinde-koronavirus-vaka-sayisi-3-milyon-13191973/,5,"Vaka sayıları 10 bini aşan diğer ülkeler ise şöyle sıralandı: ""Kanada (61 bin 959), Belçika (50 bin 509), Hindistan (49 bin 400), Peru (47 bin 372), Hollanda (41 bin 87), Ekvador (31 bin 881), Suudi Arabistan (30 bin 251), İsviçre (30 bin 9), Portekiz (25 bin 702), Meksika (24 bin 905), İsveç (23 bin 216), Pakistan (22 bin 49), Şili (22 bin 16), İrlanda (21 bin 983), Singapur (19 bin 410), Belarus (18 bin 350), Katar (17 bin 142), Japonya (16 bin 420), İsrail (16 bin 268), Avusturya (15 bin 650), Birleşik Arap Emirlikleri (15 bin 192), Polonya (14 bin 431), Romanya (13 bin 837), Ukrayna (12 bin 697), Endonezya (12 bin 71), Bangladeş (10 bin 929) ve Güney Kore (10 bin 801).",123
